File Path,Language,Project,CatchSLOC,CatchLOC,Avg Catch LOC,Avg Catch SLOC,AP Catch and do nothing,Avg. AP Catch and do nothing,AP Destructive Wrapping,Avg. AP Destructive Wrapping,Sum of AP Dummy Handler,Avg. AP Dummy Handler,AP Incomplete implementation,Avg. AP Incomplete implementation,AP Ignoring Interrupted Exception,Avg. AP Ignoring Interrupted Exception,Sum of AP Log and Return null,Avg. AP Log and Return null,AP Log and Throw,Avg. AP Log and Throw,AP Multi-line log messages,Avg. AP Multi-line log messages,AP Nested try block,Avg. AP Nested try block,AP Relying on getCause(),Avg. AP Relying on getCause(),AP Throw within finally,Avg. AP Throw within finally,Potentially Recoverable,Potentially UnRecoverable,Recoverability Not Relevant,Avg. Potentially Recoverable,Avg. Potentially UnRecoverable,Avg. Recoverability Not Relevant,Sum. AP Overcatch,Avg. AP Overcatch
cassandra/src/java/org/apache/cassandra/streaming/management/StreamSummaryCompositeData.java,Java,Cassandra,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/streaming/management/SessionInfoCompositeData.java,Java,Cassandra,3,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/streaming/management/SessionCompleteEventCompositeData.java,Java,Cassandra,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/streaming/management/ProgressInfoCompositeData.java,Java,Cassandra,3,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/streaming/management/StreamStateCompositeData.java,Java,Cassandra,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/db/SnapshotDetailsTabularData.java,Java,Cassandra,2,6,3,1,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/db/compaction/CompactionHistoryTabularData.java,Java,Cassandra,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/dht/OrderPreservingPartitioner.java,Java,Cassandra,2,6,3,1,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/io/sstable/SSTableHeaderFix.java,Java,Cassandra,5,11,3.666666667,1.666666667,0,0,1,0.333333333,0,0,0,0,0,0,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/serializers/AbstractTextSerializer.java,Java,Cassandra,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/db/marshal/UTF8Type.java,Java,Cassandra,2,7,3.5,1,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,0,0.5
cassandra/src/java/org/apache/cassandra/db/marshal/AsciiType.java,Java,Cassandra,3,10,3.333333333,1,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.666666667,0.333333333,0,0,0.333333333
cassandra/examples/hadoop_cql3_word_count/src/WordCountCounters.java,Java,Cassandra,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/service/DataResolver.java,Java,Cassandra,7,24,12,3.5,1,0.5,1,0.5,0,0,0,0,0,0,1,0.5,1,0.5,1,0.5,0,0,0,0,0,0,2,0,0,1,0,0,0,0.5
cassandra/src/java/org/apache/cassandra/db/SystemKeyspace.java,Java,Cassandra,10,26,3.714285714,1.428571429,0,0,4,0.571428571,1,0.142857143,0,0,0,0,1,0.142857143,0,0,0,0,0,0,0,0,0,0,5,2,0,0.714285714,0.285714286,0,1,0
cassandra/src/java/org/apache/cassandra/config/CFMetaData.java,Java,Cassandra,1,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1
cassandra/src/java/org/apache/cassandra/utils/IntervalTree.java,Java,Cassandra,1,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1
cassandra/examples/hadoop_cql3_word_count/src/WordCountSetup.java,Java,Cassandra,15,29,7.25,3.75,0,0,1,0.25,3,0.75,0,0,1,0.25,3,0.75,0,0,0,0,1,0.25,0,0,0,0,4,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/db/marshal/DurationType.java,Java,Cassandra,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
cassandra/src/java/org/apache/cassandra/db/marshal/FloatType.java,Java,Cassandra,2,7,3.5,1,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.5
cassandra/src/java/org/apache/cassandra/db/marshal/SimpleDateType.java,Java,Cassandra,1,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
cassandra/src/java/org/apache/cassandra/db/marshal/DateType.java,Java,Cassandra,1,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
cassandra/src/java/org/apache/cassandra/db/marshal/UUIDType.java,Java,Cassandra,2,7,3.5,1,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
cassandra/src/java/org/apache/cassandra/db/marshal/LexicalUUIDType.java,Java,Cassandra,2,7,3.5,1,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
cassandra/src/java/org/apache/cassandra/db/marshal/TimeUUIDType.java,Java,Cassandra,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
cassandra/src/java/org/apache/cassandra/db/marshal/DoubleType.java,Java,Cassandra,2,7,3.5,1,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.5
cassandra/src/java/org/apache/cassandra/db/marshal/TimestampType.java,Java,Cassandra,1,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
cassandra/src/java/org/apache/cassandra/db/marshal/TimeType.java,Java,Cassandra,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
cassandra/src/java/org/apache/cassandra/net/IncomingTcpConnection.java,Java,Cassandra,5,16,3.2,1,2,0.4,0,0,2,0.4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0.4
cassandra/src/java/org/apache/cassandra/hints/HintsReader.java,Java,Cassandra,11,28,4.666666667,1.833333333,0,0,3,0.5,4,0.666666667,0,0,0,0,1,0.166666667,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,3,1
cassandra/src/java/org/apache/cassandra/hints/HintMessage.java,Java,Cassandra,2,4,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/cql3/statements/CreateViewStatement.java,Java,Cassandra,2,5,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/utils/RMIServerSocketFactoryImpl.java,Java,Cassandra,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/hadoop/cql3/LimitedLocalNodeFirstLocalBalancingPolicy.java,Java,Cassandra,3,7,3.5,1.5,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/thrift/TCustomServerSocket.java,Java,Cassandra,8,22,3.142857143,1.142857143,0,0,1,0.142857143,0,0,0,0,0,0,5,0.714285714,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0
cassandra/src/java/org/apache/cassandra/thrift/TCustomSocket.java,Java,Cassandra,8,20,3.333333333,1.333333333,0,0,2,0.333333333,0,0,0,0,0,0,4,0.666666667,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/thrift/TCustomNonblockingServerSocket.java,Java,Cassandra,3,9,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/service/MigrationTask.java,Java,Cassandra,1,3,3,1,0,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/io/compress/CompressionMetadata.java,Java,Cassandra,12,30,4.285714286,1.714285714,1,0.142857143,5,0.714285714,6,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0.857142857,0.142857143,0,1,0.142857143
cassandra/src/java/org/apache/cassandra/cql3/statements/DropTableStatement.java,Java,Cassandra,3,9,4.5,1.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0
cassandra/src/java/org/apache/cassandra/cql3/statements/DropKeyspaceStatement.java,Java,Cassandra,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/cql3/statements/DropViewStatement.java,Java,Cassandra,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/utils/MerkleTree.java,Java,Cassandra,3,9,3,1,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.666666667,0.333333333,0,1,0
cassandra/src/java/org/apache/cassandra/db/commitlog/CommitLogArchiver.java,Java,Cassandra,13,29,4.142857143,1.857142857,0,0,6,0.857142857,0,0,0,0,1,0.142857143,1,0.142857143,1,0.142857143,0,0,0,0,1,0.142857143,0,0,6,1,0,0.857142857,0.142857143,0,0,0
cassandra/src/java/org/apache/cassandra/locator/GossipingPropertyFileSnitch.java,Java,Cassandra,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/tools/stress/src/org/apache/cassandra/stress/settings/OptionCompaction.java,Java,Cassandra,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/io/compress/LZ4Compressor.java,Java,Cassandra,4,12,3,1,3,0.75,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0.75
cassandra/src/java/org/apache/cassandra/cql3/Tuples.java,Java,Cassandra,2,6,3,1,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/cql3/functions/FunctionCall.java,Java,Cassandra,2,7,3.5,1,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/cql3/UserTypes.java,Java,Cassandra,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/cql3/statements/ModificationStatement.java,Java,Cassandra,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/cql3/statements/CreateRoleStatement.java,Java,Cassandra,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/cql3/statements/SchemaAlteringStatement.java,Java,Cassandra,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
cassandra/src/java/org/apache/cassandra/cql3/statements/ListPermissionsStatement.java,Java,Cassandra,1,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/tools/nodetool/Decommission.java,Java,Cassandra,2,5,2.5,1,1,0.5,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,0,0.5
cassandra/src/java/org/apache/cassandra/utils/NativeLibraryLinux.java,Java,Cassandra,3,9,3,1,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1
cassandra/src/java/org/apache/cassandra/utils/NativeLibraryDarwin.java,Java,Cassandra,3,9,3,1,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1
cassandra/src/java/org/apache/cassandra/utils/NativeLibraryWindows.java,Java,Cassandra,3,9,3,1,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1
cassandra/src/java/org/apache/cassandra/client/RingCache.java,Java,Cassandra,3,9,3,1,0,0,2,0.666666667,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,1
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/SliceRange.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/InvalidRequestException.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/NotFoundException.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/AuthenticationException.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnSlice.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/Deletion.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/SchemaDisagreementException.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CqlRow.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/Column.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CounterSuperColumn.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/TimedOutException.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/SlicePredicate.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/TriggerDef.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/EndpointDetails.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/Mutation.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CfSplit.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnParent.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnPath.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/KeyRange.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CASResult.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/IndexClause.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/KeyCount.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/UnavailableException.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/SuperColumn.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CfDef.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/AuthenticationRequest.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/AuthorizationException.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CounterColumn.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/IndexExpression.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnOrSuperColumn.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CqlMetadata.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/TokenRange.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CqlPreparedResult.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/KsDef.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CqlResult.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/KeySlice.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnDef.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/MultiSliceRequest.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
cassandra/tools/stress/src/org/apache/cassandra/stress/operations/userdefined/ValidatingSchemaQuery.java,Java,Cassandra,1,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
cassandra/tools/stress/src/org/apache/cassandra/stress/operations/predefined/CqlOperation.java,Java,Cassandra,1,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
cassandra/src/java/org/apache/cassandra/dht/ByteOrderedPartitioner.java,Java,Cassandra,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/dht/Murmur3Partitioner.java,Java,Cassandra,2,6,3,1,1,0.5,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.5
cassandra/src/java/org/apache/cassandra/dht/RandomPartitioner.java,Java,Cassandra,1,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
cassandra/src/java/org/apache/cassandra/cql3/statements/TableAttributes.java,Java,Cassandra,4,12,3,1,1,0.25,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0.25
cassandra/src/java/org/apache/cassandra/cql3/statements/PropertyDefinitions.java,Java,Cassandra,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/utils/CassandraVersion.java,Java,Cassandra,2,6,3,1,0,0,1,0.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/serializers/TimeSerializer.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0
cassandra/src/java/org/apache/cassandra/serializers/SimpleDateSerializer.java,Java,Cassandra,2,6,3,1,1,0.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.5
cassandra/src/java/org/apache/cassandra/serializers/TimestampSerializer.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,0,0
cassandra/src/java/org/apache/cassandra/repair/messages/RepairOption.java,Java,Cassandra,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/db/marshal/ColumnToCollectionType.java,Java,Cassandra,1,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/db/marshal/BytesType.java,Java,Cassandra,2,6,3,1,1,0.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1
cassandra/src/java/org/apache/cassandra/db/marshal/CollectionType.java,Java,Cassandra,1,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cassandra/src/java/org/apache/cassandra/db/compaction/TimeWindowCompactionStrategyOptions.java,Java,Cassandra,4,12,3,1,2,0.5,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0.5
cassandra/src/java/org/apache/cassandra/db/compaction/DateTieredCompactionStrategyOptions.java,Java,Cassandra,5,15,3,1,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0.2
cassandra/src/java/org/apache/cassandra/db/compaction/SizeTieredCompactionStrategyOptions.java,Java,Cassandra,2,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
