Kind,Project,Name,File Path,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/AlterRoleStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/AlterRoleStatement.java,3,3,3,1,13,1,11,1,1,0,0,4,4,4,2,4,0,0,0,4,90,12,57,17,26,21,25,40,18,24,7,7,9,1,3,0.37,13,13,15,4
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/AlterTableStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/AlterTableStatement.java,7,6,7,2,33,4,28,1,2,0,0,8,6,7,11,7,0,0,0,7,326,44,257,66,162,25,117,167,63,121,50,41,53,15,6,0.1,57,48,60,22
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/AlterTableStatementColumn.java,cassandra/src/java/org/apache/cassandra/cql3/statements/AlterTableStatementColumn.java,1,1,1,1,4,0,4,0,1,0,0,6,6,6,3,6,0,0,0,6,66,8,36,13,9,23,15,22,13,9,1,1,1,1,0,0.64,6,6,6,6
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/AlterTypeStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/AlterTypeStatement.java,2,2,3,1,11,0,10,0,3,5,0,20,21,13,4,18,0,3,5,10,306,43,233,72,124,30,107,164,76,112,17,17,19,11,3,0.13,57,57,62,34
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/AlterViewStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/AlterViewStatement.java,2,2,2,1,10,1,8,0,1,0,0,5,5,5,1,5,0,0,0,5,97,15,64,27,25,18,33,44,27,21,5,5,5,1,1,0.28,10,10,10,5
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/AuthenticationStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/AuthenticationStatement.java,1,1,1,1,6,0,6,0,1,0,0,5,6,6,0,6,0,0,0,6,73,8,46,20,10,19,18,25,18,7,2,2,2,1,1,0.41,6,6,6,5
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/AuthorizationStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/AuthorizationStatement.java,1,1,1,1,5,0,5,0,1,1,0,5,6,5,0,6,0,0,0,6,69,8,43,21,9,18,19,27,19,8,3,3,4,3,2,0.42,7,7,8,7
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/BatchStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/BatchStatement.java,3,3,3,1,15,1,12,0,4,1,3,30,28,29,16,30,0,12,0,18,583,89,446,135,247,48,203,311,146,199,15,15,22,4,4,0.11,92,92,105,33
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/Bound.java,cassandra/src/java/org/apache/cassandra/cql3/statements/Bound.java,1,1,1,1,3,0,2,0,1,0,0,7,5,7,3,7,1,0,0,6,58,8,27,10,5,23,9,14,9,5,2,2,2,1,0,0.85,9,9,9,7
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CFProperties.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CFProperties.java,1,1,1,1,5,0,5,0,1,0,0,4,4,4,3,4,0,0,0,4,56,7,32,14,9,18,14,20,14,8,3,3,3,1,1,0.56,6,6,6,4
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CFStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CFStatement.java,1,1,1,1,5,0,5,0,1,0,0,5,5,5,1,5,0,0,1,4,64,7,33,11,8,24,11,19,11,8,2,2,2,1,1,0.73,7,7,7,5
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CQL3CasRequest.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CQL3CasRequest.java,1,1,2,1,9,0,7,1,7,0,0,26,27,27,21,27,0,10,1,16,362,44,259,91,101,61,110,164,92,89,5,5,7,4,2,0.24,48,48,52,33
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateAggregateStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateAggregateStatement.java,4,4,4,1,19,2,16,0,1,2,0,10,10,8,13,10,0,3,1,6,262,38,199,64,108,25,101,141,59,94,11,11,12,3,3,0.13,40,40,45,12
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateFunctionStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateFunctionStatement.java,3,3,3,1,14,1,13,0,1,0,0,8,8,8,11,8,0,1,1,6,184,25,137,51,67,22,68,94,44,54,9,9,9,3,2,0.16,26,26,29,10
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateIndexStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateIndexStatement.java,4,4,5,1,20,2,17,0,1,0,1,10,10,9,4,9,0,5,0,4,274,42,211,63,112,21,100,148,63,95,18,18,23,5,3,0.1,46,46,53,17
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateKeyspaceStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateKeyspaceStatement.java,2,2,2,1,14,0,11,3,1,0,1,6,6,6,3,6,0,0,1,5,136,14,86,29,41,36,41,55,28,33,5,5,5,3,2,0.42,13,13,13,8
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateRoleStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateRoleStatement.java,2,2,3,1,13,0,9,2,1,0,0,5,5,5,3,5,0,1,0,4,102,11,61,16,25,30,24,37,16,21,3,3,4,1,2,0.49,12,12,15,5
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateTableStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateTableStatement.java,4,4,5,1,19,1,15,2,2,0,1,16,16,15,20,15,0,1,1,13,402,51,300,77,169,53,139,218,87,157,40,40,45,3,4,0.18,72,72,82,18
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateTriggerStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateTriggerStatement.java,2,2,2,1,11,0,10,0,1,0,1,4,4,4,3,4,0,0,0,4,94,11,66,30,24,17,39,48,30,22,3,3,3,3,2,0.26,8,8,8,6
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateTypeStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateTypeStatement.java,2,2,2,1,8,0,7,0,1,1,0,10,10,9,4,10,0,0,0,10,135,18,99,37,41,19,49,73,39,41,6,6,8,1,3,0.19,21,21,23,10
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateViewStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/CreateViewStatement.java,7,7,8,1,41,6,32,3,2,1,1,7,8,6,7,7,1,2,0,4,370,58,274,100,168,38,139,196,92,136,36,36,41,5,3,0.14,49,49,59,11
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/DeleteStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/DeleteStatement.java,3,3,4,1,27,2,22,1,2,0,0,5,5,5,2,5,0,1,1,3,190,24,137,50,62,29,50,70,34,45,8,8,10,1,3,0.21,15,15,20,5
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/DropAggregateStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/DropAggregateStatement.java,3,3,4,1,16,1,14,0,1,0,0,6,6,6,4,6,0,1,0,5,153,20,109,36,52,24,50,74,35,43,12,12,17,6,4,0.22,21,21,27,11
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/DropFunctionStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/DropFunctionStatement.java,3,3,3,1,15,1,14,0,1,0,0,8,8,8,5,8,0,2,0,6,190,24,143,47,67,23,63,90,43,54,5,5,8,5,3,0.16,25,25,31,14
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/DropIndexStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/DropIndexStatement.java,1,1,1,1,9,0,7,1,1,0,0,8,8,7,2,7,0,1,0,6,113,12,71,31,30,30,37,49,30,25,2,2,2,1,1,0.42,14,14,14,8
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/DropKeyspaceStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/DropKeyspaceStatement.java,1,1,1,1,6,0,6,0,1,0,0,5,5,5,2,5,0,0,0,5,73,7,49,20,13,17,23,31,19,12,3,3,3,3,2,0.35,7,7,7,7
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/DropRoleStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/DropRoleStatement.java,2,2,3,1,10,1,7,1,1,0,0,4,4,4,2,4,0,0,0,4,75,10,43,15,19,22,22,31,15,17,3,3,5,1,1,0.51,8,8,13,4
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/DropTableStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/DropTableStatement.java,3,3,3,1,15,0,15,0,1,0,0,4,4,4,1,4,0,0,0,4,104,7,79,24,33,18,33,50,25,28,10,10,10,3,5,0.23,15,15,15,6
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/DropTriggerStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/DropTriggerStatement.java,1,1,1,1,8,0,7,0,1,0,1,4,4,4,2,4,0,0,0,4,80,11,52,26,17,17,32,39,26,16,3,3,3,3,2,0.33,6,6,6,6
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/DropTypeStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/DropTypeStatement.java,3,3,3,2,12,1,10,1,1,0,0,6,6,6,2,6,0,0,0,6,121,16,81,26,38,25,34,62,29,36,14,14,15,5,3,0.31,22,22,23,12
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/DropViewStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/DropViewStatement.java,1,1,1,1,11,0,7,4,1,0,0,4,4,4,1,4,0,0,0,4,87,8,44,19,12,35,21,29,19,11,3,3,3,3,2,0.8,7,7,7,6
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/GrantPermissionsStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/GrantPermissionsStatement.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,0,2,0,0,0,2,43,4,22,13,3,17,13,16,13,3,1,1,1,1,0,0.77,2,2,2,2
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/GrantRoleStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/GrantRoleStatement.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,0,2,0,0,0,2,39,3,19,10,3,17,10,13,10,3,1,1,1,1,0,0.89,2,2,2,2
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/IndexPropDefs.java,cassandra/src/java/org/apache/cassandra/cql3/statements/IndexPropDefs.java,3,3,4,1,11,2,9,0,1,0,3,3,3,3,2,3,0,0,0,3,76,15,44,17,22,17,22,31,16,19,6,6,9,1,1,0.39,9,9,12,3
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/IndexTarget.java,cassandra/src/java/org/apache/cassandra/cql3/statements/IndexTarget.java,1,1,2,1,6,0,5,0,3,6,5,13,11,7,10,13,0,1,0,12,150,23,94,32,39,33,43,63,31,35,6,6,6,6,1,0.35,25,21,26,18
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/KeyspaceAttributes.java,cassandra/src/java/org/apache/cassandra/cql3/statements/KeyspaceAttributes.java,1,1,1,1,5,0,5,0,1,0,2,6,6,6,0,6,0,0,0,6,81,11,53,23,21,17,24,33,22,17,2,2,2,1,0,0.32,8,8,8,6
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/ListPermissionsStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/ListPermissionsStatement.java,2,2,2,1,11,0,10,0,1,0,3,6,6,6,4,6,0,2,0,4,131,17,94,31,40,21,47,64,31,36,4,4,5,1,2,0.22,15,15,17,6
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/ListRolesStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/ListRolesStatement.java,2,2,2,1,9,0,8,0,1,0,4,7,7,7,2,7,0,1,1,5,127,16,91,37,42,20,45,61,36,32,5,5,5,5,2,0.22,15,15,16,11
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/ListUsersStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/ListUsersStatement.java,3,3,3,3,14,1,13,0,1,0,3,1,1,1,0,1,0,0,1,0,59,7,34,21,12,18,21,26,20,9,3,3,3,3,2,0.53,3,3,3,3
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/ModificationStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/ModificationStatement.java,1,1,2,1,12,1,10,1,2,6,3,59,62,56,15,62,3,14,4,41,923,143,683,229,332,97,277,404,196,272,11,11,13,4,6,0.14,113,113,128,71
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/ParsedStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/ParsedStatement.java,1,1,1,1,4,0,4,0,2,0,0,7,8,8,5,8,0,0,1,7,87,13,50,22,10,24,23,32,22,10,1,1,1,1,0,0.48,7,7,7,7
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/PermissionsManagementStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/PermissionsManagementStatement.java,2,2,2,1,13,2,9,2,1,0,0,3,3,3,3,3,0,0,1,2,79,12,43,17,16,24,24,33,18,15,4,4,5,1,1,0.56,7,7,8,3
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/PropertyDefinitions.java,cassandra/src/java/org/apache/cassandra/cql3/statements/PropertyDefinitions.java,2,2,2,1,8,0,8,0,1,1,2,11,11,10,1,11,0,0,2,9,146,18,108,27,48,20,36,62,28,43,4,4,4,3,2,0.19,26,26,26,17
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/RequestValidations.java,cassandra/src/java/org/apache/cassandra/cql3/statements/RequestValidations.java,1,1,1,1,13,0,5,8,1,11,0,12,12,1,0,12,0,1,0,11,209,16,76,33,18,117,23,39,22,18,2,2,2,1,1,1.54,15,15,15,12
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/RevokePermissionsStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/RevokePermissionsStatement.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,0,2,0,0,0,2,43,4,22,13,3,17,13,16,13,3,1,1,1,1,0,0.77,2,2,2,2
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/RevokeRoleStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/RevokeRoleStatement.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,0,2,0,0,0,2,39,3,19,10,3,17,10,13,10,3,1,1,1,1,0,0.89,2,2,2,2
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/RoleManagementStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/RoleManagementStatement.java,1,1,1,1,6,0,5,0,1,0,0,3,3,3,2,3,0,0,0,3,55,7,31,15,8,17,17,23,15,8,3,3,3,1,1,0.55,5,5,5,3
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/SchemaAlteringStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/SchemaAlteringStatement.java,2,2,2,1,11,0,8,2,1,0,0,8,9,9,1,9,0,0,4,5,153,15,89,33,31,49,35,52,31,26,5,5,6,1,3,0.55,17,17,20,8
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,2,2,2,1,13,1,10,1,9,7,3,76,77,70,29,77,2,34,2,39,1342,192,977,347,459,173,421,601,306,377,13,9,16,5,4,0.18,165,161,192,101
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/StatementType.java,cassandra/src/java/org/apache/cassandra/cql3/statements/StatementType.java,1,1,1,1,5,0,3,2,5,0,0,15,13,15,4,15,0,0,0,15,138,12,73,28,13,53,15,28,15,13,1,1,1,1,0,0.73,15,15,15,15
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/TableAttributes.java,cassandra/src/java/org/apache/cassandra/cql3/statements/TableAttributes.java,3,3,3,1,14,1,12,0,1,0,4,12,12,12,0,12,0,8,0,4,233,40,174,40,88,19,71,112,40,83,19,19,19,1,2,0.11,39,39,39,12
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/TruncateStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/TruncateStatement.java,1,1,1,1,7,0,6,0,1,0,0,7,7,7,0,7,0,0,0,7,92,10,65,24,19,17,28,39,24,17,3,3,3,1,2,0.26,10,10,10,7
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/UpdateStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/UpdateStatement.java,2,2,3,1,28,3,21,3,4,0,1,10,10,10,6,10,0,1,3,6,365,55,255,92,129,55,95,129,65,85,7,7,10,1,3,0.22,26,26,34,10
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/UpdatesCollector.java,cassandra/src/java/org/apache/cassandra/cql3/statements/UpdatesCollector.java,2,2,2,1,14,0,9,4,1,0,0,6,6,6,3,6,0,2,0,4,140,13,70,24,35,57,35,54,28,34,4,4,4,1,3,0.81,16,16,16,6
File,Cassandra,cassandra/src/java/org/apache/cassandra/cql3/statements/UseStatement.java,cassandra/src/java/org/apache/cassandra/cql3/statements/UseStatement.java,1,1,1,1,4,0,4,0,1,0,0,7,7,7,1,7,0,0,0,7,68,9,40,17,7,19,16,24,17,7,1,1,1,1,0,0.47,7,7,7,7
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/AbstractBufferClusteringPrefix.java,cassandra/src/java/org/apache/cassandra/db/AbstractBufferClusteringPrefix.java,1,1,1,1,4,0,4,0,1,0,2,8,8,8,2,8,0,0,1,7,72,12,43,16,11,17,16,25,16,10,1,1,1,1,0,0.4,8,8,8,8
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/AbstractClusteringPrefix.java,cassandra/src/java/org/apache/cassandra/db/AbstractClusteringPrefix.java,2,2,3,1,9,0,8,0,1,0,0,5,5,5,0,5,0,0,0,5,80,10,53,18,24,17,29,43,20,25,5,5,6,5,2,0.32,14,14,15,9
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/AbstractReadCommandBuilder.java,cassandra/src/java/org/apache/cassandra/db/AbstractReadCommandBuilder.java,1,1,2,1,7,0,7,0,4,1,0,31,32,31,17,32,2,3,4,23,354,54,278,83,128,22,130,185,79,112,6,6,9,3,1,0.08,56,53,66,33
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/BlacklistedDirectories.java,cassandra/src/java/org/apache/cassandra/db/BlacklistedDirectories.java,1,1,1,1,8,0,5,2,1,7,4,12,12,5,2,12,0,2,0,10,157,23,89,33,34,45,40,58,32,33,4,4,4,4,1,0.51,17,17,17,15
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/BlacklistedDirectoriesMBean.java,cassandra/src/java/org/apache/cassandra/db/BlacklistedDirectoriesMBean.java,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,32,5,10,8,0,17,7,8,8,0,0,0,0,0,0,1.7,0,0,0,0
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/BufferClustering.java,cassandra/src/java/org/apache/cassandra/db/BufferClustering.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,0,2,1,0,0,1,48,4,15,6,4,29,6,10,6,4,2,2,2,1,1,1.93,3,3,3,2
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/BufferDecoratedKey.java,cassandra/src/java/org/apache/cassandra/db/BufferDecoratedKey.java,1,1,1,1,5,0,5,0,1,0,0,2,2,2,1,2,0,0,0,2,39,5,17,7,4,17,8,11,7,4,1,1,1,1,0,1,2,2,2,2
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/CBuilder.java,cassandra/src/java/org/apache/cassandra/db/CBuilder.java,1,1,1,1,5,0,4,0,3,1,1,27,39,38,4,39,0,1,0,38,230,39,164,46,66,27,69,105,59,51,4,4,4,1,1,0.16,35,35,36,27
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/CachedHashDecoratedKey.java,cassandra/src/java/org/apache/cassandra/db/CachedHashDecoratedKey.java,1,1,1,1,10,0,10,0,1,0,0,2,2,2,3,2,0,0,0,2,52,5,30,10,10,17,14,18,9,9,2,2,2,1,1,0.57,3,3,3,2
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ClockAndCount.java,cassandra/src/java/org/apache/cassandra/db/ClockAndCount.java,1,1,1,1,5,0,5,0,1,1,2,6,6,5,2,6,0,1,0,5,75,14,44,19,14,17,18,27,16,13,3,3,4,3,1,0.39,8,8,9,8
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/Clusterable.java,cassandra/src/java/org/apache/cassandra/db/Clusterable.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,27,1,5,3,0,21,2,3,3,0,0,0,0,0,0,4.2,0,0,0,0
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/Clustering.java,cassandra/src/java/org/apache/cassandra/db/Clustering.java,1,1,1,1,7,0,6,0,4,1,3,14,15,14,0,15,0,0,0,15,179,21,128,38,52,30,54,78,43,45,5,5,5,1,1,0.23,27,27,27,14
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ClusteringBound.java,cassandra/src/java/org/apache/cassandra/db/ClusteringBound.java,1,1,2,1,6,0,5,0,1,10,2,19,19,9,0,19,1,0,1,17,179,25,119,33,49,35,49,80,37,50,9,9,9,5,2,0.29,36,36,38,23
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ClusteringBoundOrBoundary.java,cassandra/src/java/org/apache/cassandra/db/ClusteringBoundOrBoundary.java,1,1,1,1,5,0,5,0,2,7,1,19,20,13,0,20,0,0,1,19,183,25,119,38,44,40,49,75,40,42,3,3,3,1,2,0.34,32,32,33,19
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ClusteringBoundary.java,cassandra/src/java/org/apache/cassandra/db/ClusteringBoundary.java,1,1,1,1,4,0,4,0,1,1,0,7,7,6,0,7,0,0,1,6,73,9,40,14,10,24,13,22,12,10,2,2,2,1,1,0.6,8,8,8,7
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ClusteringComparator.java,cassandra/src/java/org/apache/cassandra/db/ClusteringComparator.java,1,1,1,1,8,0,5,2,1,0,0,23,23,19,5,19,0,0,0,19,272,36,155,49,67,82,70,111,52,68,5,5,5,5,2,0.53,45,45,45,36
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ClusteringPrefix.java,cassandra/src/java/org/apache/cassandra/db/ClusteringPrefix.java,3,2,3,1,11,0,9,1,4,4,1,33,39,37,19,41,5,6,0,30,560,60,366,101,186,135,158,230,97,150,7,6,7,6,3,0.37,100,85,107,40
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ColumnFamilyStore.java,cassandra/src/java/org/apache/cassandra/db/ColumnFamilyStore.java,2,2,2,1,13,0,10,1,13,21,16,175,175,150,32,171,5,15,2,149,2709,335,1988,499,1033,396,811,1239,529,853,14,14,15,7,4,0.2,369,368,395,199
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ColumnFamilyStoreCQLHelper.java,cassandra/src/java/org/apache/cassandra/db/ColumnFamilyStoreCQLHelper.java,3,3,3,1,17,1,14,1,2,20,0,22,22,1,0,21,0,14,0,7,442,56,340,63,211,47,148,230,79,174,17,17,19,4,3,0.14,67,67,74,27
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ColumnFamilyStoreMBean.java,cassandra/src/java/org/apache/cassandra/db/ColumnFamilyStoreMBean.java,0,0,0,0,0,0,0,0,1,0,0,0,31,31,0,31,0,0,0,31,195,32,44,42,0,119,40,41,41,0,0,0,0,0,0,2.7,0,0,0,0
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ColumnIndex.java,cassandra/src/java/org/apache/cassandra/db/ColumnIndex.java,2,2,2,1,14,1,11,1,1,0,0,15,15,13,19,13,0,6,0,7,296,44,203,57,100,49,98,133,53,84,9,9,9,1,3,0.24,40,40,41,15
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/Columns.java,cassandra/src/java/org/apache/cassandra/db/Columns.java,2,2,2,1,13,0,9,4,2,4,4,42,42,36,2,40,0,7,0,33,687,57,432,124,216,199,172,279,129,186,8,8,8,5,4,0.46,99,99,101,59
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/CompactTables.java,cassandra/src/java/org/apache/cassandra/db/CompactTables.java,2,2,2,1,6,0,6,0,2,5,3,10,10,5,4,10,0,2,0,8,148,15,83,32,33,50,35,56,33,24,4,4,4,3,2,0.6,21,21,22,16
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/Conflicts.java,cassandra/src/java/org/apache/cassandra/db/Conflicts.java,3,3,3,2,9,1,7,1,2,3,0,6,4,3,3,6,0,1,0,5,88,15,49,22,20,24,16,29,10,20,8,8,9,5,1,0.49,19,19,21,14
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/ConsistencyLevel.java,cassandra/src/java/org/apache/cassandra/db/ConsistencyLevel.java,3,2,3,2,12,0,11,0,1,1,2,24,22,23,13,24,0,7,0,17,399,38,325,79,177,36,119,197,80,137,14,11,14,10,5,0.11,86,65,90,49
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/CounterMutation.java,cassandra/src/java/org/apache/cassandra/db/CounterMutation.java,1,1,1,1,10,0,9,0,5,0,2,27,27,27,2,27,0,8,0,19,345,46,258,80,116,41,109,167,87,104,7,7,8,4,3,0.16,51,51,52,36
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/CounterMutationVerbHandler.java,cassandra/src/java/org/apache/cassandra/db/CounterMutationVerbHandler.java,1,1,1,1,13,0,9,3,2,0,1,2,2,2,0,2,0,0,0,2,56,5,27,15,9,24,16,19,16,6,1,1,1,1,0,0.89,2,2,2,2
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/DataRange.java,cassandra/src/java/org/apache/cassandra/db/DataRange.java,1,1,1,1,10,0,6,3,3,6,1,32,32,26,5,32,0,3,0,29,444,44,248,74,98,154,90,136,65,80,7,7,7,1,2,0.62,51,51,56,32
File,Cassandra,cassandra/src/java/org/apache/cassandra/db/DecoratedKey.java,cassandra/src/java/org/apache/cassandra/db/DecoratedKey.java,1,1,1,1,5,0,5,0,2,1,1,13,14,13,1,14,0,0,0,14,140,21,90,36,33,31,38,57,33,29,4,4,4,3,1,0.34,21,21,22,17
