File Path,Language,Project,Avg Max Depth,Avg Depth,Avg Try SLOC,Avg Try LOC,Try SLOC,Try LOC,# Handled with Nested Try,# Handled with Log,# Handled with Abort,# Handled with Default,# Handled with Method,# Handled with Throw with New,# Handled with Throw Wrap,# Handled with Return,# Handled with Continue,# Handled with Empty,# Handled with ToDo,# Handled with Throw without New,% Handled with Nested Try,% Handled with Log,% Handled with Abort,% Handled with Default,% Handled with Method,% Handled with Throw with New,% Handled with Throw Wrap,% Handled with Return,% Handled with Continue,% Handled with Empty,% Handled with ToDo,% Handled with Throw without New,# Possible Exceptions,# Propagated and Potentially Recoverable,% Doc in Comment,% External Doc,# Propagated,Avg # Declaring Methods,Avg # Invoked Method,% Subsumption,% Specific,% Throw Statement,% Method Declaration,Sum of Num Distinct Methods,Num Distinct Methods,# Try in Conditional,# Try in Declaration,# Try in EH Feature,# Try in Loop,# Try in Other,# Try,% Try in Conditional,% Try in Declaration,% Try in EH Feature,% Try in Loop,% Try in Other,% Propagated and Potentially Recoverable,% Propagated,Avg Exc Type Prevalence
cassandra/src/java/org/apache/cassandra/cql3/statements/ModificationStatement.java,Java,Cassandra,2,0.533333333,2.5,7,10,28,0.25,1,0,0,1,0,0,0.5,0,0,0,1,0.094092345,3.129341966,0.309736852,0,0,0.225663611,0,0,0.448610129,0,0,0,0.333333333,2,0,0,0,1,1,0,0.08751115,0.08751115,0.08751115,16,4,0,1,0,0,0,1,0,1,0,0,0,0,0,575
cassandra/src/java/org/apache/cassandra/cql3/Json.java,Java,Cassandra,2,0.533333333,1,3,1,3,0,0,0,0,1,1,1,0,0,0,0,0,0.010081323,0,0,0,0,0.225663611,0.258984966,0.244335632,0,0,0,0,6,3,0,0,1.888888889,1.214285714,1.714285714,0.197186621,0.106263539,0.106263539,0.106263539,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0.222222222,1431.5
cassandra/src/java/org/apache/cassandra/thrift/ThriftValidation.java,Java,Cassandra,5.388888889,1.437037037,5.25,10.25,21,41,0.25,0,0,0,0.75,0.5,0.75,0,0,0,0,0.5,0.137778076,3.129341966,0,0,0,0.169247709,0.129492483,0.183251724,0,0,0,0,6,1.5,0,0,1.222222222,1,1,0.127591343,0.08751115,0.08751115,0.08751115,11,2.75,0,1,0,0,0,1,0,1,0,0,0,0,0,2702
cassandra/src/java/org/apache/cassandra/db/marshal/DurationType.java,Java,Cassandra,9,2.4,5.285714286,9.428571429,37,66,0,0.571428571,0,0,0.571428571,0.142857143,0.285714286,0.142857143,0,0.142857143,0,0.857142857,0.221789099,0,0.176992487,0,0,0.128950635,0.036997852,0.06981018,0.128174323,0,0.328218675,0,1,1.714285714,0.039936102,0.31496063,3,1,1,0.313178751,0.08751115,0.08751115,0.08751115,33,4.714285714,0,1,0,0,0,1,0,1,0,0,0,0,0.666666667,225
cassandra/tools/stress/src/org/apache/cassandra/io/sstable/StressCQLSSTableWriter.java,Java,Cassandra,8.833333333,2.355555556,3.5,6.166666667,21,37,0.166666667,0.166666667,0,0,0.833333333,0.333333333,0.5,0,0,0,0,0.666666667,0.124336313,2.086227978,0.051622809,0,0,0.188053009,0.086328322,0.122167816,0,0,0,0,2,1.5,0.079872204,0,2.333333333,1,1,0.243583473,0.08751115,0.08751115,0.08751115,14,2.333333333,0,1,0,0,0,1,0,1,0,0,0,0,0,2702
cassandra/src/java/org/apache/cassandra/db/commitlog/MemoryMappedSegment.java,Java,Cassandra,8,2.133333333,1.5,4,3,8,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,1,0.026883527,0,0.154868426,0,0,0.112831806,0,0.122167816,0,0,1.148765361,0,1,2,0,0.104986877,0.666666667,1.375,2.5,0.069595278,0.120327831,0.120327831,0.120327831,5,2.5,0,1,0,0,0,1,0,1,0,0,0,0,0.769230769,615.0738636
cassandra/src/java/org/apache/cassandra/db/columniterator/AbstractSSTableIterator.java,Java,Cassandra,10.23809524,2.73015873,3,10,9,30,0,0.333333333,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0.666666667,0.100813227,0,0.103245617,0,0,0.150442408,0.086328322,0.081445211,0.29907342,0,0,5.925925926,7,1.666666667,0.119808307,0.052493438,0.857142857,1.666666667,1.666666667,0.089479643,0.145851917,0.145851917,0.145851917,14,4.666666667,0,1,0,0,0,1,0,1,0,0,0,0,0.166666667,2702
cassandra/src/java/org/apache/cassandra/io/util/SequentialWriter.java,Java,Cassandra,12.6,3.36,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0.006720882,0,0,0,0,0.225663611,0,0,0,0,0,0,5,3,0,0,0.733333333,1.333333333,1.333333333,0.076554806,0.116681533,0.116681533,0.116681533,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0.388095238,2437.1
cassandra/src/java/org/apache/cassandra/db/commitlog/FileDirectSegment.java,Java,Cassandra,10.33333333,2.755555556,1,3,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0.010081323,0,0,0,0,0.225663611,0,0,0,0,0,0,1,3,0,0,0.666666667,1.285714286,1.357142857,0.069595278,0.112514336,0.112514336,0.112514336,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0.25,890.1818182
cassandra/src/java/org/apache/cassandra/thrift/CustomTThreadPoolServer.java,Java,Cassandra,0.125,0.033333333,8,15,16,30,0,0,0,0,1,0,0.5,0,0,0,0,1,0.100813227,0,0,0,0,0.225663611,0,0.122167816,0,0,0,0,2.666666667,3,0.039936102,0,0.75,2,2,0.078294688,0.1750223,0.1750223,0.1750223,5,2.5,0,1,0,0,0,1,0,1,0,0,0,0,0.666666667,1653.5
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/SliceRange.java,Java,Cassandra,1,0.266666667,21.5,42.5,86,170,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.571274951,0,0.154868426,0,0,0.112831806,0.129492483,0.122167816,0,0,0,0,0.666666667,1.25,0,0.839895013,0,1,1,0,0.08751115,0.08751115,0.08751115,66,16.5,0,1,0,0,0,1,0,1,0,0,0,0,0,778.75
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/InvalidRequestException.java,Java,Cassandra,1,0.266666667,1,3,6,18,0,0.166666667,0,0,0.666666667,0.166666667,0.666666667,0.333333333,0,0,0,0.833333333,0.060487936,0,0.051622809,0,0,0.150442408,0.043164161,0.162890421,0.29907342,0,0,0,0.666666667,2.166666667,0,0,0,1.071428572,1.178571428,0,0.093761947,0.093761947,0.093761947,9,1.5,0,1,0,0,0,1,0,1,0,0,0,0,0,675.2666667
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/NotFoundException.java,Java,Cassandra,1,0.266666667,6,10,6,10,0,0,0,0,1,0,1,0,0,0,0,1,0.033604409,0,0,0,0,0.225663611,0,0.244335632,0,0,0,0,0.666666667,3,0,0,0,1,1,0,0.08751115,0.08751115,0.08751115,4,4,0,1,0,0,0,1,0,1,0,0,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/AuthenticationException.java,Java,Cassandra,1,0.266666667,15.5,26,62,104,0,0,0,0.75,0.25,0,0,0.5,0,0,0,1,0.349485853,0,0,0,5.621679502,0.056415903,0,0,0.448610129,0,0,0,0.666666667,1.25,0,0.052493438,0,1.25,1.25,0,0.109388938,0.109388938,0.109388938,44,11,0,1,0,0,0,1,0,1,0,0,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnSlice.java,Java,Cassandra,1,0.266666667,1,5,2,10,0,0,0,0,1,0,1,0,0,0,0,1,0.033604409,0,0,0,0,0.225663611,0,0.244335632,0,0,0,0,0.666666667,1,0,0,0,1,1,0,0.08751115,0.08751115,0.08751115,3,1.5,0,1,0,0,0,1,0,1,0,0,0,0,0.1,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/Deletion.java,Java,Cassandra,1,0.266666667,1.666666667,7.666666667,5,23,0,0,0,0,1,0,1,0,0,0,0,1,0.07729014,0,0,0,0,0.225663611,0,0.244335632,0,0,0,0,0.666666667,1,0,0,0,1.044444444,1.044444444,0,0.091400534,0.091400534,0.091400534,5,1.666666667,0,1,0,0,0,1,0,1,0,0,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/SchemaDisagreementException.java,Java,Cassandra,1,0.266666667,1,5,2,10,0,0,0,0,1,0,1,0,0,0,0,1,0.033604409,0,0,0,0,0.225663611,0,0.244335632,0,0,0,0,0.666666667,1,0,0,0,1.205555556,1.405555556,0,0.105499553,0.105499553,0.105499553,3,1.5,0,1,0,0,0,1,0,1,0,0,0,0.433333333,0.5,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CqlRow.java,Java,Cassandra,1,0.266666667,1,6,3,18,0,0,0,0,1,0,1,0,0,0,0,1,0.060487936,0,0,0,0,0.225663611,0,0.244335632,0,0,0,0,0.666666667,1,0,0,0,1.394444444,1.294444444,0,0.122029437,0.122029437,0.122029437,6,2,0,1,0,0,0,1,0,1,0,0,0,0,0.388007055,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/Column.java,Java,Cassandra,1,0.266666667,1.5,7.5,3,15,0,0,0,0,1,0,1,0,0,0,0,1,0.050406613,0,0,0,0,0.225663611,0,0.244335632,0,0,0,0,0.666666667,1,0,0,0,1.666666667,1.833333333,0,0.145851917,0.145851917,0.145851917,4,2,0,1,0,0,0,1,0,1,0,0,0,0,0.041666667,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CounterSuperColumn.java,Java,Cassandra,1,0.266666667,3,6.5,6,13,0,0,0,0,0.5,0.5,1,0,0,0,0,0.5,0.043685732,0,0,0,0,0.112831806,0.129492483,0.244335632,0,0,0,0,0.666666667,1,0,0,0,1.244791667,1.28125,0,0.10893315,0.10893315,0.10893315,6,3,1,4,0,0,0,5,0.2,0.8,0,0,0,0,0.1,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/TimedOutException.java,Java,Cassandra,1,0.266666667,3,8,3,8,0,0,0,0,1,0,1,0,0,0,0,1,0.026883527,0,0,0,0,0.225663611,0,0.244335632,0,0,0,0,0.666666667,1,0,0,0,1.083333333,1.083333333,0,0.094803746,0.094803746,0.094803746,2,2,1,1,0,0,0,2,0.5,0.5,0,0,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/SlicePredicate.java,Java,Cassandra,1,0.266666667,1,3,2,6,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.020162645,0,0,0,0,0.112831806,0.129492483,0.122167816,0,0,0,0,0.666666667,1,0,0,0,1.2,1.2,0,0.10501338,0.10501338,0.10501338,3,1.5,0,1,0,0,0,1,0,1,0,0,0,0,0.5,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/TriggerDef.java,Java,Cassandra,1,0.266666667,1,3,3,9,0,0.666666667,0,0,0.666666667,0.333333333,0.333333333,0.666666667,0,0,0,0.666666667,0.030243968,0,0.206491235,0,0,0.150442408,0.086328322,0.081445211,0.598146839,0,0,0,0.666666667,1,0,0.052493438,0,1.2,1.15,0,0.10501338,0.10501338,0.10501338,6,2,0,1,0,0,0,1,0,1,0,0,0,0,0.263888889,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/EndpointDetails.java,Java,Cassandra,1,0.266666667,1,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0.010081323,0,0,0,0,0.225663611,0.258984966,0,0,0,0,0,0.666666667,1,0,0,0,2,2,0,0.1750223,0.1750223,0.1750223,1,1,1,2,0,0,0,3,0.333333333,0.666666667,0,0,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/Mutation.java,Java,Cassandra,1,0.266666667,1,3,2,6,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0.020162645,0,0,0,0,0.112831806,0.258984966,0.122167816,0,0,0,0,0.666666667,0.5,0,0,0,1,1,0,0.08751115,0.08751115,0.08751115,5,2.5,1,2,0,0,0,3,0.333333333,0.666666667,0,0,0,0,0.410984849,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CfSplit.java,Java,Cassandra,1,0.266666667,1,3,3,9,0,0,0,0,0.666666667,1,0.666666667,0,0,0,0,0,0.030243968,0,0,0,0,0.150442408,0.258984966,0.162890421,0,0,0,0,0.666666667,0.666666667,0,0,0,1.047619048,1.047619048,0,0.091678348,0.091678348,0.091678348,7,2.333333333,0,1,0,0,0,1,0,1,0,0,0,0,0.32,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnParent.java,Java,Cassandra,1,0.266666667,1,4,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0.013441764,0,0.309736852,0,0,0,0,0,0,0,0,0,0.666666667,1,0,0,0,1.358461538,1.364615385,0,0.118880531,0.118880531,0.118880531,2,2,0,2,0,0,0,2,0,1,0,0,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnPath.java,Java,Cassandra,1,0.266666667,1,5,2,10,0,0.5,0,0,1,1,0.5,0,0,0,0,0,0.033604409,0,0.154868426,0,0,0.225663611,0.258984966,0.122167816,0,0,0,0,0.666666667,1.5,0,0,0,1.666666667,1.666666667,0,0.145851917,0.145851917,0.145851917,3,1.5,0,0,0,1,0,1,0,0,0,1,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/KeyRange.java,Java,Cassandra,1,0.266666667,2.571428571,5.285714286,18,37,0,0.142857143,0,0,0.285714286,0.571428571,0.571428571,0.142857143,0,0,0,0.428571429,0.124336313,0,0.044248122,0,0,0.064475318,0.147991409,0.139620361,0.128174323,0,0,0,0.666666667,0.857142857,0,0.577427822,0,1.142857143,1.285714286,0,0.100012743,0.100012743,0.100012743,26,3.714285714,2,2,0,0,0,4,0.5,0.5,0,0,0,0.142857143,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CASResult.java,Java,Cassandra,1,0.266666667,2,5,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0.016802204,0,0,0,0,0,0.258984966,0.244335632,0,0,0,0,0.666666667,1,0,0,0,1,1,0,0.08751115,0.08751115,0.08751115,4,4,0,0,1,1,0,2,0,0,0.5,0.5,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/IndexClause.java,Java,Cassandra,1,0.266666667,9,12,9,12,0,0,0,0,0,1,1,0,0,0,0,0,0.040325291,0,0,0,0,0,0.258984966,0.244335632,0,0,0,0,0.666666667,1,0,0,0,1.080725209,1.146969697,0,0.094575506,0.094575506,0.094575506,7,7,0,3,0,0,0,3,0,1,0,0,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/KeyCount.java,Java,Cassandra,1,0.266666667,1.5,3.5,6,14,0.25,0.75,0,0,0.25,0.25,0.25,0,0,0,0,0.75,0.047046172,3.129341966,0.232302639,0,0,0.056415903,0.064746241,0.061083908,0,0,0,0,0.666666667,1,0,0,0,1.5,1.5,0,0.131266725,0.131266725,0.131266725,8,2,0,1,0,0,0,1,0,1,0,0,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/UnavailableException.java,Java,Cassandra,1,0.266666667,1,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0.010081323,0,0,0,0,0.225663611,0.258984966,0,0,0,0,0,0.666666667,0,0,0.052493438,0,1,0.833333333,0,0.08751115,0.08751115,0.08751115,2,2,3,4,4,3,0,14,0.214285714,0.285714286,0.285714286,0.214285714,0,0.25,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/SuperColumn.java,Java,Cassandra,1,0.266666667,2,5,4,10,0,0,0,0,1,1,0.5,0,0,0,0,0,0.033604409,0,0,0,0,0.225663611,0.258984966,0.122167816,0,0,0,0,0.666666667,0,0,0,0,1.4,1.8,0,0.12251561,0.12251561,0.12251561,7,3.5,0,2,0,1,0,3,0,0.666666667,0,0.333333333,0,0,0,2702
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CfDef.java,Java,Cassandra,1,0.266666667,1,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0.010081323,0,0,0,0,0.225663611,0.258984966,0,0,0,0,0,0.666666667,0,0,0,0,1,1,0,0.08751115,0.08751115,0.08751115,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0.142857143,414.6666667
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/AuthenticationRequest.java,Java,Cassandra,1,0.266666667,1,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0.010081323,0,0,0,0,0.225663611,0.258984966,0,0,0,0,0,0.666666667,0,0,0,0,1.033333333,1.066666667,0,0.090428188,0.090428188,0.090428188,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0.5,2313.4
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/AuthorizationException.java,Java,Cassandra,1,0.266666667,1,3,2,6,0,0,0,0,1,1,0.5,0,0,0,0,0,0.020162645,0,0,0,0,0.225663611,0.258984966,0.122167816,0,0,0,0,0.666666667,0,0,0,0,1,1,0,0.08751115,0.08751115,0.08751115,4,2,0,2,0,0,0,2,0,1,0,0,0,0,0.928571429,954.1666667
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CounterColumn.java,Java,Cassandra,1,0.266666667,1,3,2,6,0,0,0,0,1,1,0.5,0,0,0,0,0,0.020162645,0,0,0,0,0.225663611,0.258984966,0.122167816,0,0,0,0,0.666666667,0,0,0,0,1.35970696,1.343500943,0,0.11898952,0.11898952,0.11898952,4,2,1,0,0,0,0,1,1,0,0,0,0,0.166666667,0,302.3333333
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/IndexExpression.java,Java,Cassandra,1,0.266666667,1,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0.010081323,0,0,0,0,0.225663611,0.258984966,0,0,0,0,0,0.666666667,0,0,0,0,1.103933747,1.189648033,0,0.096606512,0.096606512,0.096606512,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,302.3333333
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnOrSuperColumn.java,Java,Cassandra,1,0.266666667,1.5,4.5,3,9,0,0,0,0,1,1,0.5,0,0,0,0,0,0.030243968,0,0,0,0,0.225663611,0.258984966,0.122167816,0,0,0,0,0.666666667,0,0,0,0,1.873626374,2.065934066,0,0.163963199,0.163963199,0.163963199,6,3,0,1,0,0,0,1,0,1,0,0,0,0.666666667,0.75,2352.5
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CqlMetadata.java,Java,Cassandra,1,0.266666667,1,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0.010081323,0,0,0,0,0.225663611,0.258984966,0,0,0,0,0,0.666666667,0,0,0,0,1.045454545,1.136363636,0,0.09148893,0.09148893,0.09148893,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0.666666667,1043.333333
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/TokenRange.java,Java,Cassandra,1,0.266666667,1,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0.010081323,0,0,0,0,0.225663611,0.258984966,0,0,0,0,0,0.666666667,0,0,0,0,1,1,0,0.08751115,0.08751115,0.08751115,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,11
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CqlPreparedResult.java,Java,Cassandra,1,0.266666667,2.2,7,11,35,0,1,0,0,0,0,0,0,0,0,0,1,0.117615431,0,0.309736852,0,0,0,0,0,0,0,0,0,0.666666667,1,0,0,0,1.333333333,1.333333333,0,0.116681533,0.116681533,0.116681533,9,1.8,0,2,0,0,0,2,0,1,0,0,0,0,0,1999.333333
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/KsDef.java,Java,Cassandra,1,0.266666667,2,4.666666667,12,28,0,0.5,0,0,0.666666667,0.5,0.5,0.333333333,0,0,0,0.5,0.094092345,0,0.154868426,0,0,0.150442408,0.129492483,0.122167816,0.29907342,0,0,0,0.666666667,1,0,0.367454068,0,1.582692308,1.9,0,0.138503224,0.138503224,0.138503224,15,2.5,1,0,0,0,0,1,1,0,0,0,0,0.142857143,0.216666667,1149.333333
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/CqlResult.java,Java,Cassandra,1,0.266666667,1,3,1,3,0,0,0,0,1,0,0,1,0,0,0,1,0.010081323,0,0,0,0,0.225663611,0,0,0.897220259,0,0,0,0.666666667,1,0,0.052493438,0,1,1,0,0.08751115,0.08751115,0.08751115,2,2,1,1,0,0,0,2,0.5,0.5,0,0,0,0.183333333,0.2,2337.5
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/KeySlice.java,Java,Cassandra,1,0.266666667,3,5,3,5,0,0,0,0,0,0,1,1,0,0,0,1,0.016802204,0,0,0,0,0,0,0.244335632,0.897220259,0,0,0,0.666666667,0,0,0,0,1.044117647,1.044117647,0,0.091371936,0.091371936,0.091371936,5,5,0,1,0,0,0,1,0,1,0,0,0,0.25,0,2177.75
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnDef.java,Java,Cassandra,1,0.266666667,2,4,2,4,0,0,0,0,1,0,1,0,0,0,0,1,0.013441764,0,0,0,0,0.225663611,0,0.244335632,0,0,0,0,0.666666667,1,0,0,0,1.5,1.5,0,0.131266725,0.131266725,0.131266725,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.158441558,2206.555556
cassandra/interface/thrift/gen-java/org/apache/cassandra/thrift/MultiSliceRequest.java,Java,Cassandra,1,0.266666667,4,8.5,8,17,0,1,0,0,0.5,0,0,0.5,0,0,0,1,0.057127495,0,0.309736852,0,0,0.112831806,0,0,0.448610129,0,0,0,0.666666667,1,0,0,0,1.142857143,1.142857143,0,0.100012743,0.100012743,0.100012743,10,5,0,1,0,0,0,1,0,1,0,0,0,0,0.125,2702
cassandra/tools/stress/src/org/apache/cassandra/stress/operations/userdefined/ValidatingSchemaQuery.java,Java,Cassandra,0,0,1.571428571,4,11,28,0,0.714285714,0,0,0,0.285714286,0.142857143,0,0,0,0,0.714285714,0.094092345,0,0.221240609,0,0,0,0.073995705,0.03490509,0,0,0,0,0.666666667,1,0,0.052493438,0.5,1,0.75,0.052196459,0.08751115,0.08751115,0.08751115,13,1.857142857,1,3,0,0,0,4,0.25,0.75,0,0,0,0.083333333,0.1875,1752.345238
cassandra/tools/stress/src/org/apache/cassandra/stress/operations/predefined/CqlOperation.java,Java,Cassandra,0,0,2,4,12,24,0,0.666666667,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0.666666667,0.080650581,0,0.206491235,0,0,0.075221204,0.086328322,0.081445211,0,0,0,0,0.333333333,1,0,0,0,1.1,1.171428571,0,0.096262265,0.096262265,0.096262265,17,2.833333333,0,1,0,0,0,1,0,1,0,0,0,0,0,1190.777778
cassandra/src/java/org/apache/cassandra/transport/Client.java,Java,Cassandra,0.4,0.106666667,1,3,3,9,0,1,0,0,0,0,0,0,0,0,0,1,0.030243968,0,0.309736852,0,0,0,0,0,0,0,0,0,1.666666667,1,0,0,0.6,1,1,0.06263575,0.08751115,0.08751115,0.08751115,5,1.666666667,1,1,0,0,0,2,0.5,0.5,0,0,0,0,0,2702
cassandra/src/java/org/apache/cassandra/dht/ByteOrderedPartitioner.java,Java,Cassandra,1,0.266666667,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0.010081323,0,0.309736852,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.367454068,0,1.75,1.75,0,0.153144513,0.153144513,0.153144513,1,1,0,1,0,3,0,4,0,0.25,0,0.75,0,0,0.374038461,49
cassandra/src/java/org/apache/cassandra/dht/Murmur3Partitioner.java,Java,Cassandra,1,0.266666667,8,12.57142857,56,88,0,0,0,0,0.285714286,1.142857143,1.142857143,0,0,0,0,0.285714286,0.295718798,0,0,0,0,0.064475318,0.295982818,0.279240722,0,0,0,0,0.666666667,0.857142857,0,0.157480315,1,1.09908699,1.125294867,0.104392917,0.096182366,0.096182366,0.096182366,36,5.142857143,1,2,1,0,0,4,0.25,0.5,0.25,0,0,0.375,0,851.25
cassandra/src/java/org/apache/cassandra/index/sasi/utils/TypeUtil.java,Java,Cassandra,2.333333333,0.622222222,10.5,17.5,21,35,0,0,0,0,0,0,1,0.5,0,0,0,1,0.117615431,0,0,0,0,0,0,0.244335632,0.448610129,0,0,0,1,0,0,0.052493438,0.666666667,1,1,0.069595278,0.08751115,0.08751115,0.08751115,14,7,0,1,0,0,0,1,0,1,0,0,0,0,0.316570657,1807.5
cassandra/src/java/org/apache/cassandra/schema/SpeculativeRetryParam.java,Java,Cassandra,12,3.2,2,4,2,4,0,0,0,0,0,0,1,1,0,0,0,1,0.013441764,0,0,0,0,0,0,0.244335632,0.897220259,0,0,0,0.666666667,0,0,0,1,1.063636364,1.081818182,0.104392917,0.093080041,0.093080041,0.093080041,3,3,0,3,0,0,0,3,0,1,0,0,0,0,0,1807.5
cassandra/src/java/org/apache/cassandra/io/util/DataIntegrityMetadata.java,Java,Cassandra,12.5,3.333333333,2,22,2,22,0,0,0,0,0,0,1,1,0,0,0,1,0.0739297,0,0,0,0,0,0,0.244335632,0.897220259,0,0,0,1.333333333,0,0.039936102,0,1,1,1,0.104392917,0.08751115,0.08751115,0.08751115,4,4,0,0,0,2,0,2,0,0,0,1,0,0,0.528571429,49
cassandra/src/java/org/apache/cassandra/io/compress/LZ4Compressor.java,Java,Cassandra,3,0.8,1,3,3,9,0,0,0,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.666666667,0.030243968,0,0,0,0,0,0.086328322,0.081445211,0.598146839,0,0,0,0.333333333,0.666666667,0,0.052493438,0,1.040263158,1.025263158,0,0.091034625,0.091034625,0.091034625,5,1.666666667,1,0,0,0,0,1,1,0,0,0,0,0,0.5,49
cassandra/src/java/org/apache/cassandra/cql3/statements/TableAttributes.java,Java,Cassandra,4.333333333,1.155555556,5.428571429,8.571428571,38,60,0,0.285714286,0,0,0,0.857142857,0.857142857,0.142857143,0,0,0,0.142857143,0.201626453,0,0.088496243,0,0,0,0.221987114,0.209430541,0.128174323,0,0,0,1,0.857142857,0,0.262467192,0,1.066666667,1,0,0.093345227,0.093345227,0.093345227,26,3.714285714,1,0,0,0,0,1,1,0,0,0,0,0,0.090909091,305.3333333
cassandra/src/java/org/apache/cassandra/cql3/statements/PropertyDefinitions.java,Java,Cassandra,7.5,2,2,4,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0.013441764,0,0.309736852,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,1.025,1.05,0,0.089698929,0.089698929,0.089698929,2,2,0,2,0,0,0,2,0,1,0,0,0,0,0,49
cassandra/src/java/org/apache/cassandra/utils/JavaUtils.java,Java,Cassandra,1,0.266666667,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0.006720882,0,0,0,0,0,0.258984966,0,0,0,0,0,0.666666667,0,0.079872204,0,1,1,1,0.104392917,0.08751115,0.08751115,0.08751115,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0.666666667,1144.333333
cassandra/src/java/org/apache/cassandra/utils/CassandraVersion.java,Java,Cassandra,1.666666667,0.444444444,1.5,3.75,6,15,0,0,0,0,0,0.75,0.75,0,0,0,0,0.25,0.050406613,0,0,0,0,0,0.194238724,0.183251724,0,0,0,0,2,0,0,0,0.666666667,1.126984127,1.071428571,0.069595278,0.098623677,0.098623677,0.098623677,6,1.5,0,3,1,0,0,4,0,0.75,0.25,0,0,0,0,1414
