id,TryStartLine,TryEndLine,TryLOC,CatchStartLine,CatchEndLine,CatchLOC,CatchStart,CatchLength,MethodStartLine,MethodEndLine,MethodLOC,Kind,IsBindingInfo,IsDocSemantic,IsDocSyntax,IsThrow,HandlerTypeCode,LevelFound,ThrownType,CaughtType,DeclaringMethod,InvokedMethod,InvokedMethodLine,FilePath,StartLine
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,"java.lang.IllegalStateException","java.lang.Throwable","Lio/debezium/data/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-core\src\main\java\io\debezium\data\Envelope~Envelope$6937;.build()Lio/debezium/data/Envelope;","Lio/debezium/connector/mysql/legacy/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-mysql\src\main\java\io\debezium\connector\mysql\legacy\MySqlSchema~MySqlSchema;.applyDdl(Lio/debezium/connector/mysql/legacy/SourceInfo;Ljava/lang/String;Ljava/lang/String;Lio/debezium/relational/ddl/DdlChanges$DatabaseStatementStringConsumer;)Z",498,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-mysql\src\main\java\io\debezium\connector\mysql\legacy\SnapshotReader.java",848
22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,"java.lang.IllegalStateException","java.io.IOException","Lcom/github/shyiko/mysql/binlog/BinaryLogClient;.connect()V|Ljava/io/IOException;|Ljava/lang/IllegalStateException;","Lcom/github/shyiko/mysql/binlog/BinaryLogClient;.connect()V|Ljava/io/IOException;|Ljava/lang/IllegalStateException;",1112,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-mysql\src\main\java\io\debezium\connector\mysql\MySqlStreamingChangeEventSource.java",1115
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"java.lang.IllegalStateException","java.lang.Throwable","Lio/debezium/connector/oracle/logminer/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-oracle\src\main\java\io\debezium\connector\oracle\logminer\LogMinerHelper~LogMinerHelper;.setRedoLogFilesForMining(Lio/debezium/connector/oracle/OracleConnection;Lio/debezium/connector/oracle/Scn;Ljava/time/Duration;)V|Ljava/sql/SQLException;","Lio/debezium/connector/oracle/logminer/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-oracle\src\main\java\io\debezium\connector\oracle\logminer\LogMinerStreamingChangeEventSource~LogMinerStreamingChangeEventSource;.initializeRedoLogsForMining(Lio/debezium/connector/oracle/OracleConnection;ZLjava/time/Duration;)V|Ljava/sql/SQLException;",133,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-oracle\src\main\java\io\debezium\connector\oracle\logminer\LogMinerStreamingChangeEventSource.java",202
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"java.lang.IllegalStateException","java.lang.Throwable","Lio/debezium/connector/oracle/logminer/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-oracle\src\main\java\io\debezium\connector\oracle\logminer\LogMinerHelper~LogMinerHelper;.setRedoLogFilesForMining(Lio/debezium/connector/oracle/OracleConnection;Lio/debezium/connector/oracle/Scn;Ljava/time/Duration;)V|Ljava/sql/SQLException;","Lio/debezium/connector/oracle/logminer/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-oracle\src\main\java\io\debezium\connector\oracle\logminer\LogMinerStreamingChangeEventSource~LogMinerStreamingChangeEventSource;.initializeRedoLogsForMining(Lio/debezium/connector/oracle/OracleConnection;ZLjava/time/Duration;)V|Ljava/sql/SQLException;",167,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-oracle\src\main\java\io\debezium\connector\oracle\logminer\LogMinerStreamingChangeEventSource.java",202
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,"java.lang.IllegalStateException","java.sql.SQLException","Lio/debezium/connector/oracle/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-oracle\src\main\java\io\debezium\connector\oracle\OracleSnapshotChangeEventSource~OracleSnapshotChangeEventSource;.getLatestTableDdlScn(Lio/debezium/relational/RelationalSnapshotChangeEventSource$RelationalSnapshotContext;)Ljava/util/Optional<Lio/debezium/connector/oracle/Scn;>;|Ljava/sql/SQLException;","",0,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-oracle\src\main\java\io\debezium\connector\oracle\OracleSnapshotChangeEventSource.java",196
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,"java.lang.IllegalStateException","com.google.protobuf.InvalidProtocolBufferException","Lio/debezium/connector/postgresql/connection/pgproto/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\pgproto\PgProtoMessageDecoder~PgProtoMessageDecoder;.processNotEmptyMessage(Ljava/nio/ByteBuffer;Lio/debezium/connector/postgresql/connection/ReplicationStream$ReplicationMessageProcessor;Lio/debezium/connector/postgresql/TypeRegistry;)V|Ljava/sql/SQLException;|Ljava/lang/InterruptedException;","",0,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\pgproto\PgProtoMessageDecoder.java",74
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,"java.lang.IllegalStateException","java.sql.SQLException","Lio/debezium/connector/postgresql/connection/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\PostgresReplicationConnection~PostgresReplicationConnection;.initReplicationSlot()V|Ljava/sql/SQLException;|Ljava/lang/InterruptedException;","",0,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\PostgresReplicationConnection.java",255
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"java.lang.IllegalStateException","java.lang.Exception","Lio/debezium/connector/postgresql/connection/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\PostgresReplicationConnection~PostgresReplicationConnection;.initReplicationSlot()V|Ljava/sql/SQLException;|Ljava/lang/InterruptedException;","Lio/debezium/connector/postgresql/connection/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\PostgresReplicationConnection~PostgresReplicationConnection;.createReplicationStream(Lio/debezium/connector/postgresql/connection/Lsn;Lio/debezium/connector/postgresql/connection/WalPositionLocator;)Lio/debezium/connector/postgresql/connection/ReplicationStream;|Ljava/sql/SQLException;|Ljava/lang/InterruptedException;",306,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\PostgresReplicationConnection.java",308
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,"java.lang.IllegalStateException","org.postgresql.util.PSQLException","Lio/debezium/connector/postgresql/connection/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\PostgresReplicationConnection~PostgresReplicationConnection;.initReplicationSlot()V|Ljava/sql/SQLException;|Ljava/lang/InterruptedException;","Lio/debezium/connector/postgresql/connection/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\PostgresReplicationConnection~PostgresReplicationConnection;.initReplicationSlot()V|Ljava/sql/SQLException;|Ljava/lang/InterruptedException;",408,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\PostgresReplicationConnection.java",415
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,"java.lang.IllegalStateException","java.io.IOException","Lio/debezium/connector/postgresql/connection/wal2json/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\wal2json\NonStreamingWal2JsonMessageDecoder~NonStreamingWal2JsonMessageDecoder;.processNotEmptyMessage(Ljava/nio/ByteBuffer;Lio/debezium/connector/postgresql/connection/ReplicationStream$ReplicationMessageProcessor;Lio/debezium/connector/postgresql/TypeRegistry;)V|Ljava/sql/SQLException;|Ljava/lang/InterruptedException;","",0,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\wal2json\NonStreamingWal2JsonMessageDecoder.java",83
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,"java.lang.IllegalStateException","java.io.IOException","Lio/debezium/connector/postgresql/connection/wal2json/C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\wal2json\StreamingWal2JsonMessageDecoder~StreamingWal2JsonMessageDecoder;.processNotEmptyMessage(Ljava/nio/ByteBuffer;Lio/debezium/connector/postgresql/connection/ReplicationStream$ReplicationMessageProcessor;Lio/debezium/connector/postgresql/TypeRegistry;)V|Ljava/sql/SQLException;|Ljava/lang/InterruptedException;","",0,"C:\Users\pavan\Downloads\debezium-master (1)\debezium-master\debezium-connector-postgres\src\main\java\io\debezium\connector\postgresql\connection\wal2json\StreamingWal2JsonMessageDecoder.java",167
