id,TryStartLine,TryEndLine,TryLOC,CatchStartLine,CatchEndLine,CatchLOC,CatchStart,CatchLength,MethodStartLine,MethodEndLine,MethodLOC,Binded,RecoveredBinding,Kind,Line,LOC,Start,Length,NumExceptions,ThrowsException,ThrowsKitchenSink,ExceptionType,FilePath,StartLine
65,0,0,0,0,0,0,0,0,0,0,0,1,0,1,117,16,4891,754,1,0,0,"java.lang.NoSuchFieldException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\test\java\org\springframework\core\convert\support\StreamConverterTests.java",117
66,0,0,0,0,0,0,0,0,0,0,0,1,0,1,133,21,5648,829,1,0,0,"java.lang.NoSuchFieldException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\test\java\org\springframework\core\convert\support\StreamConverterTests.java",133
67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,154,17,6480,724,1,0,0,"java.lang.NoSuchFieldException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\test\java\org\springframework\core\convert\support\StreamConverterTests.java",154
68,0,0,0,0,0,0,0,0,0,0,0,1,0,1,171,7,7207,288,1,0,0,"java.lang.NoSuchFieldException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\test\java\org\springframework\core\convert\support\StreamConverterTests.java",171
69,0,0,0,0,0,0,0,0,0,0,0,1,0,1,178,8,7498,378,1,0,0,"java.lang.NoSuchFieldException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\test\java\org\springframework\core\convert\support\StreamConverterTests.java",178
70,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1332,4,61969,142,1,0,0,"java.lang.NoSuchFieldException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\test\java\org\springframework\core\ResolvableTypeTests.java",1332
71,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1336,4,62114,166,1,0,0,"java.lang.NoSuchFieldException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\test\java\org\springframework\core\ResolvableTypeTests.java",1336
72,0,0,0,0,0,0,0,0,0,0,0,1,0,1,214,21,8082,750,1,0,0,"java.lang.NoSuchFieldException","C:\Users\pavan\Downloads\spring-framework-master\spring-messaging\src\test\java\org\springframework\messaging\rsocket\DefaultRSocketRequesterBuilderTests.java",214
73,0,0,0,0,0,0,0,0,0,0,0,1,0,1,251,2,6961,74,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",251
74,0,0,0,0,0,0,0,0,0,0,0,1,0,1,253,2,7038,72,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",253
75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,255,3,7113,147,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",255
76,0,0,0,0,0,0,0,0,0,0,0,1,0,1,258,3,7263,122,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",258
77,0,0,0,0,0,0,0,0,0,0,0,1,0,1,261,2,7388,82,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",261
78,0,0,0,0,0,0,0,0,0,0,0,1,0,1,263,2,7473,77,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",263
79,0,0,0,0,0,0,0,0,0,0,0,1,0,1,265,2,7553,91,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",265
80,0,0,0,0,0,0,0,0,0,0,0,1,0,1,267,3,7647,111,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",267
81,0,0,0,0,0,0,0,0,0,0,0,1,0,1,270,2,7761,85,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",270
82,0,0,0,0,0,0,0,0,0,0,0,1,0,1,272,2,7849,74,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",272
83,0,0,0,0,0,0,0,0,0,0,0,1,0,1,274,2,7926,82,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxHandler.java",274
84,0,0,0,0,0,0,0,0,0,0,0,1,0,1,175,5,5184,167,2,0,1,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractStaxXMLReader.java",175
85,0,0,0,0,0,0,0,0,0,0,0,1,0,1,68,11,1750,318,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractXMLEventReader.java",68
86,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34,31,1042,1244,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractXMLStreamReader.java",34
87,0,0,0,0,0,0,0,0,0,0,0,1,0,1,141,14,4327,600,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractXMLStreamReader.java",141
88,0,0,0,0,0,0,0,0,0,0,0,1,0,1,155,8,4930,288,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\AbstractXMLStreamReader.java",155
89,0,0,0,0,0,0,0,0,0,0,0,1,0,1,83,24,1980,693,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\ListBasedXMLEventReader.java",83
90,0,0,0,0,0,0,0,0,0,0,0,1,0,1,107,30,2676,845,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\ListBasedXMLEventReader.java",107
